scenario_index,shed
0,4722.996999999988
1,4722.896999999977
2,4965.393999999985
3,4369.544999999976
4,4660.99699999996
5,3451.3119999999853
6,4177.780045857488
7,4561.843999999225
8,4722.99699999999
9,4177.780045857488
10,4177.780045857477
11,4177.7800458574875
12,4369.54499999999
13,4177.780045857471
14,3601.626033515981
15,4177.780045857485
16,4369.544999999987
17,4307.544999999987
18,4498.289999999945
19,4307.544999999985
20,3982.5848181818174
21,3411.793818181796
22,4115.780045857488
23,4177.780045857469
24,4369.544999999976
25,4350.726018014197
26,3567.39099999999
27,4369.544999999985
28,5141.945999999991
29,4369.544999999976
30,3278.3848868637415
31,3976.5610822032963
32,4145.091999999973
33,3340.4848868637473
34,3285.3827152136296
35,4083.1919999984757
36,3554.037818181818
37,3053.2836691391576
38,4307.444999999963
39,4044.3849999999998
40,3653.511369970789
41,4277.056712012664
42,3788.707373534665
43,3653.6113699708167
44,4411.177388399883
45,3853.7399999999943
46,2958.088818181818
47,4044.384999999986
48,2850.0613655990846
49,3788.70737353469
50,4612.615849035726
51,3601.6260335159777
52,4334.038999999986
53,3340.4848868637546
54,3385.05737353393
55,3278.384886863733
56,3966.5449999999605
57,3853.739999999997
58,3853.6399999999862
59,3715.4033850280716
60,4369.544999999976
61,4083.0401549314847
62,4369.544999999987
63,4334.138999999997
64,4083.040154931489
65,4177.780045857475
66,3886.48177251384
67,4369.544999999985
68,3853.739999999997
69,4177.7800458574875
70,4369.544999999987
71,4307.544999999976
72,4369.544999999987
73,4482.53077251383
74,4369.54499999999
75,4177.780045857488
76,4369.544999999985
77,4913.7419999999875
78,3886.5817725138313
79,3853.7399999999943
80,4369.544999999985
81,4083.040154931481
82,4560.28999999997
83,4334.139
84,4784.034999999997
85,4773.729045857484
86,4177.78004585749
87,4369.544999999976
88,4524.883999999986
89,3853.739999999986
90,4369.544999999977
91,3450.7399999999698
92,4369.54499999996
93,3456.1241538461436
94,3226.952675680795
95,3488.2779999999902
96,3803.2097042888436
97,4369.54499999996
98,3629.1146363636362
99,4369.544999999959
100,3489.157636633039
101,4369.54499999999
102,3473.893818181808
103,4369.544999999985
104,4177.78004585746
105,4369.54499999999
106,4722.996999999988
107,3505.39099999999
108,3473.8938181818085
109,3325.9249999999947
110,3617.0229999999856
111,4350.826018014197
112,4560.289999999976
113,4722.99699999997
114,3853.74
115,4560.08999999999
116,4369.544999999985
117,4369.544999999985
118,3125.8953510948772
119,2958.088818181818
120,4462.876637353346
121,4449.689
122,3715.611369970801
123,2836.968590395096
124,3964.9042513044933
125,3853.739999999296
126,3886.581772513831
127,3886.481772513693
128,3427.1576366330482
129,4214.956712011596
130,3278.3848868637474
131,3791.639999999973
132,4550.22850638636
133,3051.586
134,3793.095918029488
135,4177.780045857475
136,3653.611369970816
137,4021.040154930394
138,4207.191999999969
139,3340.2736645834643
140,4334.138999999979
141,3715.611369970802
142,4527.087999999971
143,4145.191999999995
144,4142.15937353469
145,4186.698566677362
146,4083.040154931491
147,4369.544999999969
148,3447.5557074692406
149,4085.106636633053
150,3853.64
151,3452.8719999999994
152,4930.087999999986
153,3390.7719999999867
154,4034.318636363636
155,2923.2445754161026
156,3473.793818181807
157,3999.3591538461533
158,3502.2858181818174
159,3827.3458181818087
160,2831.0561917165132
161,2896.088818181818
162,4850.797488206475
163,2855.0561917165132
164,4334.13899999997
165,3473.893818181808
166,2958.0888181818177
167,3051.586
168,3051.586
169,3394.817457216813
170,3219.39253291306
171,2920.0888181818177
172,3827.2276363636265
173,2931.6736511846643
174,3438.4878181818176
175,3895.2465666773583
176,2920.0888181818177
177,2572.157617481121
178,4965.493999999961
179,2476.1401134575344
180,4334.138999999981
181,3435.7756363636263
182,5156.238999999985
183,3944.8180909090806
184,3400.621090909081
185,3165.3338181818176
186,3854.437
187,4222.469636363627
188,3507.965462015096
189,4259.575033515937
190,2501.2345336171934
191,3311.504454545455
192,3776.034209773711
193,4044.2849999999994
194,4369.544999999985
195,5283.539999999987
196,2935.543363636363
197,4397.93699999998
198,2841.921902961131
199,3888.3474545454537
200,4044.4849999999997
201,2958.088818181818
202,3502.2858181818174
203,3125.8953510948777
204,4414.56599999999
205,4373.910999999999
206,3791.6399999999867
207,4687.590999999983
208,3473.893818181809
209,3595.7829999999994
210,3435.893818181808
211,3754.0730909090817
212,3789.3458181818087
213,3401.020559582695
214,3473.893818181808
215,3188.8327984383477
216,3789.3458181818078
217,3851.996766203819
218,3827.3458181818087
219,3363.0205595826915
220,3473.893818181808
221,2884.816090909091
222,3626.6388181818083
223,3043.7658127612003
224,3865.2113262891085
225,3827.3458181818087
226,3078.798923076921
227,3400.487818181817
228,3997.0689999999995
229,2884.6979090908935
230,3827.2276363636265
231,4084.056402156598
232,3473.893818181809
233,3438.487818181818
234,4018.0908181818077
235,4135.696915769219
236,4462.876637353335
237,3523.944142076263
238,3484.416153846154
239,4018.0908181818086
240,3438.3878181818172
241,4369.444999999991
242,3567.39099999999
243,4559.63999999996
244,4368.894999999961
245,3966.544999999959
246,4722.896999999977
247,3779.6299999999765
248,4414.19792307691
249,3473.8938181818085
250,2060.477999999977
251,4207.191999999969
252,4283.940999999883
253,3853.74
254,4925.040301124475
255,4722.996999999977
256,3504.110318181818
257,4722.896999999985
258,3664.5206363636266
259,1879.9507609594295
260,3376.387818181805
261,3411.893818181808
262,3459.4844554282236
263,3758.13599999999
264,2853.209706239464
265,4111.58799999999
266,4272.139
267,4234.4619999999895
268,4113.180045248584
269,3069.005030630503
270,4375.661499999955
271,4721.934999999942
272,4929.987999999956
273,4307.444999999932
274,5317.983999999998
275,3853.6399999999553
276,4803.140999999998
277,4334.138999999956
278,4437.7615
279,4803.040999999956
280,4867.987999999942
281,4044.484999999955
282,4307.444999999932
283,4930.087999999955
284,5094.138999999977
285,3853.74
286,4369.544999999987
287,4903.3939999999775
288,4334.138999999997
289,3791.739999999955
290,4608.678999999997
291,4369.444999999991
292,3791.739999999955
293,4449.688999999911
294,4903.393999999933
295,3853.739999999955
296,4369.444999999991
297,4307.444999999932
298,5033.6105
299,4965.493999999946
300,4307.54499999999
301,3451.348363636354
302,4784.035
303,2958.088818181818
304,2957.9706363635264
305,3776.9929090908936
306,3180.578158500498
307,3362.5029090908833
308,3473.8938181818085
309,3327.096909090893
310,3664.6388181818083
311,4437.111499999971
312,3981.91699999999
313,3019.419523391545
314,4358.407
315,4069.7428181818086
316,3758.13599999999
317,3966.54499999996
318,2869.5013420283426
319,3438.369636363636
320,3435.8938181818085
321,3791.6399999999812
322,3567.39099999999
323,4069.724636363627
324,3629.232818181817
325,4050.6269999999995
326,3373.793818181795
327,3591.366090909081
328,4307.54499999999
329,2539.114668342496
330,3662.9129780494795
331,2923.2445754161045
332,3853.7399999999943
333,3865.7934623763304
334,3341.7356206896493
335,3270.6909260791667
336,3912.54992307691
337,3148.9694564575884
338,3136.0614400185377
339,4400.140999999969
340,3311.422636362953
341,3966.544999999961
342,1780.7452879821178
343,4147.659983393349
344,4207.092
345,3078.798923076921
346,3450.0899999992344
347,4055.96499999999
348,2886.675299100059
349,2700.2961711540597
350,3402.031369970816
351,2308.2014976036776
352,2573.5382833988697
353,3400.5029090908833
354,2736.347533879126
355,3362.621090909081
356,2862.337584632291
357,3979.4523735346643
358,4333.488999999822
359,3450.0899999998865
360,4018.0908181818086
361,3827.3458181818078
362,3438.487818181818
363,3173.67469445252
364,4369.54499999996
365,3438.369636363636
366,3473.893818181808
367,4368.8949999999595
368,3376.487818181818
369,3226.9526756807986
370,4334.138999999969
371,4368.8949999999595
372,2958.088818181818
373,4965.493999999959
374,3629.232818181818
375,2958.088818181818
376,3754.0730909090817
377,4334.138999999995
378,3965.8949999992246
379,3886.581772513812
380,3473.857454545445
381,3326.576792021043
382,4334.138999999995
383,4571.779999999969
384,3226.9526756807977
385,3226.8526756807964
386,3473.775636363626
387,3473.8938181818085
388,4357.245036025621
389,3853.7399999999943
390,5137.386999999995
391,2958.0888181818177
392,4369.544999999985
393,4044.4849999999687
394,4207.19199999997
395,3931.1389999999697
396,3858.6473735346954
397,4156.6399999992245
398,3853.7399999999807
399,4005.8560909090907
400,4334.13899999997
401,4083.192
402,3400.4878181818176
403,2920.088818181818
404,4369.54499999997
405,3311.5408181812254
406,4207.1919999999855
407,3853.64
408,3931.1389999998228
409,2027.56
410,3982.484999999994
411,3931.1389999996204
412,4207.192
413,3165.333818181818
414,3707.9159999999993
415,3641.316874441429
416,3853.7399999999725
417,3853.7399999999725
418,4687.591
419,3853.08999999997
420,3765.3458181818087
421,4069.724636363627
422,4307.544999999985
423,4085.93299999999
424,3827.3458181818078
425,4974.12999999997
426,3320.4498574989784
427,4562.493999999961
428,4577.83
429,3685.239499999999
430,4177.78004585746
431,3567.39099999999
432,4369.54499999996
433,4000.2211538461434
434,4660.8969999999745
435,3473.8938181818075
436,3400.4878181818176
437,3338.3878181818045
438,3400.621090909079
439,3340.233353245271
440,4369.544999999976
441,4964.843999999961
442,4154.1494999999995
443,3413.6392413792946
444,4307.544999999977
445,3930.4889999992342
446,4369.5449999999755
447,4307.544999999976
448,4369.544999999976
449,3741.095267502548
450,3853.0899999999683
451,2884.816090909091
452,4207.191999999995
453,2893.056191716513
454,3502.2858181818174
455,2846.816090909091
456,3045.6677170034845
457,2972.4730000000004
458,3515.725598935604
459,4207.191999999995
460,2558.011158617061
461,3127.3338181818176
462,3165.215636363636
463,2846.697909090893
464,2897.8342413793043
465,4060.9849999999697
466,2539.2345336171893
467,3657.9849999999738
468,3853.739999999995
469,3515.013876393975
470,2972.472999999999
471,3148.833818181817
472,3998.884999999973
473,3051.586
474,3853.7399999999698
475,3165.333818181818
476,2958.088818181818
477,2957.9888181818183
478,4207.191999999995
479,2774.467164513578
480,4209.938999999973
481,2884.8160909090902
482,2989.586
483,4124.061
484,2958.0888181818173
485,2957.9706363636365
486,3165.333818181818
487,2958.0888181818177
488,2957.9706363636365
489,3540.16
490,2957.970636363636
491,3528.1119999999996
492,2884.6979090908935
493,3365.0969090908925
494,3179.073448275862
495,3051.586
496,2957.970636363636
497,2958.088818181818
498,3554.037818181818
499,2884.816090909091
500,3853.739999999969
501,3438.487818181818
502,4207.191999999995
503,3853.0899999962185
504,2893.0561917165137
505,2919.970636363636
506,3853.7399999999943
507,2884.8160909090902
508,3570.2279999999996
509,4008.5109999999995
510,3602.538818181796
511,4334.038999999986
512,3854.8428181818067
513,4965.493999999977
514,3664.638818181808
515,4915.295999999225
516,3473.8938181818075
517,4163.33999999999
518,4022.22699999999
519,4965.493999999977
520,3400.62109090908
521,4965.393999999977
522,3473.8938181818075
523,3567.39099999999
524,4069.8428181818085
525,4369.544999999976
526,4903.493999999977
527,4307.544999999976
528,4055.96499999999
529,4784.034999999994
530,3758.13599999999
531,3892.8428181818076
532,4377.48499999999
533,3567.39099999999
534,4368.89499999996
535,3473.8938181818075
536,4964.84399999996
537,4334.038999999986
538,3664.6388181818074
539,3435.8938181818085
540,3602.6388181818083
541,4018.0908181818086
542,4816.336
543,4560.289999999976
544,4369.54499999996
545,2813.731910699175
546,4605.181999999971
547,5332.690999999991
548,4114.424999999999
549,4722.996999999985
550,4913.0919999999605
551,4851.74199999996
552,4207.191999999979
553,3053.3981069367956
554,4018.090818181806
555,2910.472999999994
556,4369.54499999999
557,3560.9537725138434
558,4260.587818181788
559,3473.893818181808
560,4000.987
561,4913.74199999999
562,3037.113147581292
563,3646.869153846138
564,4319.99699999996
565,4578.515636363635
566,4524.683999999999
567,4043.91699999999
568,4648.966069559803
569,4722.996999999976
570,4524.883999999995
571,3311.5408181818184
572,3919.716999999849
573,4093.413
574,2958.0888181818173
575,2958.088818181819
576,2958.088818181817
577,2905.8619999999996
578,3127.3338181818167
579,3249.5408181818175
580,3365.21509090909
581,3311.5408181818193
582,2884.8160909090907
583,3853.0899999999697
584,2920.0888181818173
585,3246.5081917165135
586,2958.0888181818177
587,4044.3849999999943
588,3480.685818181818
589,3429.0130909090904
590,2846.816090909091
591,3853.739999999969
592,3791.939818181817
593,3356.078818181817
594,3148.833818181816
595,3694.8336206896392
596,4307.544999999985
597,3148.833818181816
598,3826.3838181818182
599,2957.9888181818183
600,3435.8938181818066
601,2920.0888181818177
602,2700.2961711540593
603,2905.8619999999996
604,3753.8216363636366
605,3301.300226956307
606,2957.970636363637
607,3438.3696363636363
608,3504.1103181818175
609,2855.056191716513
610,2837.068590395702
611,2736.467164513577
612,3273.5408181818175
613,2846.697909090893
614,2958.0888181818173
615,3273.5408181818193
616,2483.764350425333
617,2884.81609090909
618,3238.2680909090905
619,2915.973265686192
620,3151.2800811716143
621,3096.6447586397953
622,2836.9485054682636
623,3110.715636363636
624,2774.347533879124
625,3504.1334482758525
626,2344.6429316393533
627,3136.061440018537
628,3153.859903627961
629,2884.697909090893
630,3148.715636363636
631,2919.970636363636
632,2958.0888181818186
633,2884.6979090908917
634,2884.8160909090902
635,3400.502909090884
636,2846.697909090893
637,3405.0379999999996
638,2957.970636363636
639,3148.715636363636
640,2920.088818181816
641,2774.4671645135813
642,3502.2858181818174
643,3327.0969090908934
644,2919.9706363636365
645,2972.373
646,3045.6677170034845
647,2919.988818181818
648,3110.7156363636363
